Company,Zip Prefix,WeekNum,Sales,Temp,Precip,GoogTrend,GoogTrendM1,GoogTrendR,GoogTrendRM1,Gprice,Non-Physical Sales,Month
H&M,70,29,84.13,81.7466,0.087826,54,53,27,27,3.5034,47079927.57,7
H&M,70,32,31.41,81.672,0.088609,61,58,32,30,3.4331,53130059.7,8
H&M,70,35,45.6,82.3043,0.16935,53,56,27,28,3.4086,55122979.26,9
H&M,70,36,30.31,81.795,0.10615,53,53,28,27,3.3867,50113793.18,9
H&M,70,37,220.24,79.8199,0.13657,61,53,33,28,3.332,50482052.06,9
H&M,70,40,223.8,73.1801,0.026037,63,60,32,30,3.2106,50791777.24,10
H&M,70,41,113.41,70.5478,0.1428,65,63,34,32,3.1195,47355591.03,10
H&M,70,42,124.23,65.9776,0,63,65,34,34,3.0507,49073930.89,10
H&M,70,45,163.54,51.9255,0.030037,72,85,37,44,2.8888,52345358.6,11
H&M,70,47,216.97,55.6037,0.075081,100,69,52,36,2.7656,71155437.58,11
H&M,70,50,60.3,55.3441,0.23022,65,66,35,35,2.4426,110545404.8,12
H&M,70,51,79.66,56.1193,0.32784,66,65,36,35,2.301,67497543.99,12
H&M,71,2,6.75,46.3077,0.025099,48,46,25,24,3.2574,57539409.47,1
H&M,71,3,6.31,40.356,0.0023297,49,48,25,25,3.2404,54173417.13,1
H&M,71,5,40.18,35.8154,0.26534,52,48,27,25,3.248,57741423.48,2
H&M,71,6,34.88,39.5319,0.077231,46,52,24,27,3.2816,58429948.63,2
H&M,71,8,29.58,48.3319,0.044132,49,52,25,27,3.4036,68292043.94,2
H&M,71,9,263.22,41.4637,0.1871,51,49,27,25,3.4321,67214297.82,3
H&M,71,10,34.88,55.6154,0.098374,55,51,29,27,3.4652,55112365.96,3
H&M,71,14,37.96,59.1956,0.32651,56,57,29,30,3.5501,53044599.44,4
H&M,71,18,12.72,72.411,0.23653,58,54,30,28,3.6028,58490928.6,5
H&M,71,19,58.2,67.1011,0.25095,55,58,28,30,3.5956,54014649.01,5
H&M,71,20,178.31,73.6703,0.0012527,54,55,28,28,3.598,53551134.32,5
H&M,71,21,63.34,75.3099,0.31618,54,54,29,28,3.6131,61517631.73,5
H&M,71,23,105.33,76.033,0.29409,52,51,27,27,3.6139,57372480.77,6
H&M,71,25,257.87,78.5407,0.21145,49,51,26,27,3.6376,58537999.83,6
H&M,71,26,39.07,79.2593,0.020066,54,49,28,26,3.6243,60978421.45,7
H&M,71,27,90.85,80.7846,0.057516,48,54,25,28,3.5889,55234038.75,7
H&M,71,28,43.31,75.5011,0.33314,53,48,27,25,3.5468,49419270.48,7
H&M,71,30,105.85,77.0352,0.1527,58,54,30,27,3.4612,58994478.82,7
H&M,71,31,99.48,79.6527,0.084418,58,58,30,30,3.4483,64061272.56,8
H&M,71,33,121.48,82.6593,0.09156,60,61,32,32,3.4041,53607957.56,8
H&M,71,34,143.8,80.0615,0.15457,56,60,28,32,3.4016,59269432.69,8
H&M,71,35,13.68,81.7451,0.088462,53,56,27,28,3.4086,55122979.26,9
H&M,71,36,82.75,77.4637,0.1402,53,53,28,27,3.3867,50113793.18,9
H&M,71,44,107.6,55.6242,0.11103,85,59,44,31,2.9385,54283147.72,11
H&M,71,47,211.8,51.5956,0.086022,100,69,52,36,2.7656,71155437.58,11
H&M,71,48,10.55,55.9582,0.060396,82,100,44,52,2.7009,115816443,12
H&M,71,50,80.35,48.778,0.12609,65,66,35,35,2.4426,110545404.8,12
H&M,72,8,54.28,40.3742,0.006382,49,52,25,27,3.4036,68292043.94,2
H&M,72,14,85.4,58.6786,0.10231,56,57,29,30,3.5501,53044599.44,4
H&M,72,17,18.9,60.3245,0.11776,54,53,28,27,3.6246,68064917.82,4
H&M,72,19,31.64,61.5248,0.28211,55,58,28,30,3.5956,54014649.01,5
H&M,72,20,40.07,72.0963,0.011957,54,55,28,28,3.598,53551134.32,5
H&M,72,25,53.93,78.1009,0.17537,49,51,26,27,3.6376,58537999.83,6
H&M,72,40,74.94,68.8199,0.32638,63,60,32,30,3.2106,50791777.24,10
H&M,72,48,198.48,47.8898,0.12877,82,100,44,52,2.7009,115816443,12
H&M,72,50,42.69,43.1941,0.11607,65,66,35,35,2.4426,110545404.8,12
H&M,75,1,430.44,41.3135,0.048734,46,53,24,27,3.2631,61492760.7,1
H&M,75,2,783.6,49.6008,0.002749,48,46,25,24,3.2574,57539409.47,1
H&M,75,3,542.38,42.9583,0.0024865,49,48,25,25,3.2404,54173417.13,1
H&M,75,4,456.92,44.7467,0.0088417,48,49,25,25,3.2417,62557438.97,1
H&M,75,5,546.65,33.6054,0.076734,52,48,27,25,3.248,57741423.48,2
H&M,75,6,928.29,43.0517,0.016363,46,52,24,27,3.2816,58429948.63,2
H&M,75,7,808.46,59.6873,0.0023938,52,46,27,24,3.3503,58527582.51,2
H&M,75,8,487.46,51.1575,0.025583,49,52,25,27,3.4036,68292043.94,2
H&M,75,9,439.2,41.4525,0.04366,51,49,27,25,3.4321,67214297.82,3
H&M,75,10,842.28,56.4564,0.10531,55,51,29,27,3.4652,55112365.96,3
H&M,75,11,610.31,56.2147,0.0078378,54,55,29,29,3.4883,55204513.98,3
H&M,75,12,250.49,57.0672,0.045722,59,54,31,29,3.4991,56587827.29,3
H&M,75,13,173.83,65.2965,0.03139,57,59,30,31,3.5253,66181801.73,4
H&M,75,14,28.04,62.5714,0.098031,56,57,29,30,3.5501,53044599.44,4
H&M,75,15,235.21,58.8486,0.043884,59,56,31,29,3.5921,55548326.56,4
H&M,75,16,170.48,70.3637,0.053112,53,59,27,31,3.6202,52812187.85,4
H&M,75,17,170.88,66.4154,0.012062,54,53,28,27,3.6246,68064917.82,4
H&M,75,18,51.74,74.0479,0.17439,58,54,30,28,3.6028,58490928.6,5
H&M,75,19,237.82,67.8494,0.16358,55,58,28,30,3.5956,54014649.01,5
H&M,75,20,176.31,75.4293,0.00044015,54,55,28,28,3.598,53551134.32,5
H&M,75,21,60.87,75.2371,0.096973,54,54,29,28,3.6131,61517631.73,5
H&M,75,22,388.67,81.3197,0.0024324,51,54,27,29,3.619,63331249.72,6
H&M,75,23,359.61,77.1846,0.13792,52,51,27,27,3.6139,57372480.77,6
H&M,75,24,148.69,82.9344,0.010154,51,52,27,27,3.6274,56249930.11,6
H&M,75,25,103.65,79.1035,0.14592,49,51,26,27,3.6376,58537999.83,6
H&M,75,26,51.85,82.3158,0.028965,54,49,28,26,3.6243,60978421.45,7
H&M,75,27,117.45,84.6039,0.0016062,48,54,25,28,3.5889,55234038.75,7
H&M,75,28,51.65,77.9151,0.15131,53,48,27,25,3.5468,49419270.48,7
H&M,75,29,65.87,82.6093,0.01383,54,53,27,27,3.5034,47079927.57,7
H&M,75,31,187.86,84.8456,0.016425,58,58,30,30,3.4483,64061272.56,8
H&M,75,32,23.48,83.6911,0.013282,61,58,32,30,3.4331,53130059.7,8
H&M,75,33,259.46,84.8973,0.11127,60,61,32,32,3.4041,53607957.56,8
H&M,75,34,286.93,84.5498,0.034409,56,60,28,32,3.4016,59269432.69,8
H&M,75,35,308.7,85.129,0.031552,53,56,27,28,3.4086,55122979.26,9
H&M,75,36,37.83,77.9853,0.06932,53,53,28,27,3.3867,50113793.18,9
H&M,75,38,24.84,74.468,0.0030347,60,61,31,33,3.2989,49056480.9,9
H&M,75,39,77.96,74.6185,0.069745,60,60,30,31,3.2833,65895762.01,10
H&M,75,40,194.21,75.0927,0.16318,63,60,32,30,3.2106,50791777.24,10
H&M,75,41,134.53,67.4764,0.21374,65,63,34,32,3.1195,47355591.03,10
H&M,75,42,227.92,68.9158,0.00083398,63,65,34,34,3.0507,49073930.89,10
H&M,75,44,183.7,57.5004,0.14863,85,59,44,31,2.9385,54283147.72,11
H&M,75,45,132.83,45.1815,0.0029421,72,85,37,44,2.8888,52345358.6,11
H&M,75,46,179.24,48.2672,0.11223,69,72,36,37,2.8292,59302549.18,11
H&M,75,47,349.23,54.5544,0.019467,100,69,52,36,2.7656,71155437.58,11
H&M,75,48,310.77,57.0896,0.0092896,82,100,44,52,2.7009,115816443,12
H&M,75,49,94.83,53.6548,0.024023,66,82,35,44,2.5858,95699514.06,12
H&M,75,50,37.94,49.5722,0.10317,65,66,35,35,2.4426,110545404.8,12
H&M,75,51,48.66,49.9869,0.065066,66,65,36,35,2.301,67497543.99,12
H&M,76,1,23.82,41.8068,0.016469,46,53,24,27,3.2631,61492760.7,1
H&M,76,3,75.65,43.9879,0.00062374,49,48,25,25,3.2404,54173417.13,1
H&M,76,23,123.75,77.3451,0.17024,52,51,27,27,3.6139,57372480.77,6
H&M,76,24,181.54,82.5362,0.010765,51,52,27,27,3.6274,56249930.11,6
H&M,76,25,30.9,78.8692,0.25372,49,51,26,27,3.6376,58537999.83,6
H&M,76,26,389.46,82.6137,0.028672,54,49,28,26,3.6243,60978421.45,7
H&M,76,47,27.13,54.1942,0.003662,100,69,52,36,2.7656,71155437.58,11
H&M,77,1,26.11,50.0162,0.059614,46,53,24,27,3.2631,61492760.7,1
H&M,77,2,161.1,54.1537,0.015151,48,46,25,24,3.2574,57539409.47,1
H&M,77,3,178.08,48.8116,0.03529,49,48,25,25,3.2404,54173417.13,1
H&M,77,4,51.8,51.79,0.0064479,48,49,25,25,3.2417,62557438.97,1
H&M,77,5,74.35,43.7614,0.05132,52,48,27,25,3.248,57741423.48,2
H&M,77,6,63.74,50.044,0.057174,46,52,24,27,3.2816,58429948.63,2
H&M,77,7,61.67,65.749,0.028625,52,46,27,24,3.3503,58527582.51,2
H&M,77,8,15.23,60.6842,0.11529,49,52,25,27,3.4036,68292043.94,2
H&M,77,9,104.52,47.7853,0.14188,51,49,27,25,3.4321,67214297.82,3
H&M,77,10,36.31,59.6463,0.085344,55,51,29,27,3.4652,55112365.96,3
H&M,77,11,196.97,63.2911,0.007529,54,55,29,29,3.4883,55204513.98,3
H&M,77,12,136.26,62.8031,0.043166,59,54,31,29,3.4991,56587827.29,3
H&M,77,13,464.78,68.912,0.0072124,57,59,30,31,3.5253,66181801.73,4
H&M,77,14,267.62,66.3637,0.01871,56,57,29,30,3.5501,53044599.44,4
H&M,77,15,81.97,63.2965,0.10942,59,56,31,29,3.5921,55548326.56,4
H&M,77,16,229.94,74.0309,0.00016988,53,59,27,31,3.6202,52812187.85,4
H&M,77,17,296.61,71.9822,0.00054826,54,53,28,27,3.6246,68064917.82,4
H&M,77,18,298.72,74.712,0.040757,58,54,30,28,3.6028,58490928.6,5
H&M,77,19,209.52,71.7521,0.34587,55,58,28,30,3.5956,54014649.01,5
H&M,77,20,206.96,77.0649,0,54,55,28,28,3.598,53551134.32,5
H&M,77,21,218.62,76.6417,0.48958,54,54,29,28,3.6131,61517631.73,5
H&M,77,22,133.42,81.8386,0.0040077,51,54,27,29,3.619,63331249.72,6
H&M,77,23,140.08,82.1737,0.08861,52,51,27,27,3.6139,57372480.77,6
H&M,77,24,255.66,83.6564,0.031931,51,52,27,27,3.6274,56249930.11,6
H&M,77,25,176.49,81.2579,0.2,49,51,26,27,3.6376,58537999.83,6
H&M,77,26,244.7,83.6873,0.093351,54,49,28,26,3.6243,60978421.45,7
H&M,77,27,172.12,83.5606,0.023035,48,54,25,28,3.5889,55234038.75,7
H&M,77,28,240.11,82.6479,0.16108,53,48,27,25,3.5468,49419270.48,7
H&M,77,29,162.36,84.7807,0.053328,54,53,27,27,3.5034,47079927.57,7
H&M,77,30,204.9,82.7946,0.27088,58,54,30,27,3.4612,58994478.82,7
H&M,77,31,105.13,84.6548,0.01617,58,58,30,30,3.4483,64061272.56,8
H&M,77,32,217.61,85.7544,0.043915,61,58,32,30,3.4331,53130059.7,8
H&M,77,33,189.93,86.3606,0.01027,60,61,32,32,3.4041,53607957.56,8
H&M,77,34,225.54,84.0873,0.051089,56,60,28,32,3.4016,59269432.69,8
H&M,77,35,160.6,83.861,0.095568,53,56,27,28,3.4086,55122979.26,9
H&M,77,36,295.31,81.1668,0.1051,53,53,28,27,3.3867,50113793.18,9
H&M,77,37,235.71,78.627,0.25172,61,53,33,28,3.332,50482052.06,9
H&M,77,38,182.08,76.2162,0.017274,60,61,31,33,3.2989,49056480.9,9
H&M,77,39,123.97,77.6826,0.12209,60,60,30,31,3.2833,65895762.01,10
H&M,77,40,219.15,77.3367,0.080286,63,60,32,30,3.2106,50791777.24,10
H&M,77,41,172.17,72.1799,0.15031,65,63,34,32,3.1195,47355591.03,10
H&M,77,42,184.61,70.7985,4.63E-05,63,65,34,34,3.0507,49073930.89,10
H&M,77,43,197.77,69.2988,0.00015444,59,63,31,34,2.9946,54946270.97,10
H&M,77,44,135.99,64.3653,0.14284,85,59,44,31,2.9385,54283147.72,11
H&M,77,45,75,51.8054,0.081027,72,85,37,44,2.8888,52345358.6,11
H&M,77,46,195.87,53.7127,0.19697,69,72,36,37,2.8292,59302549.18,11
H&M,77,47,193.16,59.8309,0.029351,100,69,52,36,2.7656,71155437.58,11
H&M,77,48,132.2,62.2479,0.021274,82,100,44,52,2.7009,115816443,12
H&M,77,49,292.48,59.9861,0.0035444,66,82,35,44,2.5858,95699514.06,12
H&M,77,50,134.38,60.0579,0.1887,65,66,35,35,2.4426,110545404.8,12
H&M,77,51,237.28,56.373,0.059598,66,65,36,35,2.301,67497543.99,12
H&M,78,1,96.93,50.7188,0.026145,46,53,24,27,3.2631,61492760.7,1
H&M,78,2,34.65,54.6999,0.0013454,48,46,25,24,3.2574,57539409.47,1
H&M,78,6,19.98,52.6213,0.0042252,46,52,24,27,3.2816,58429948.63,2
H&M,78,7,39.98,66.8322,3.78E-05,52,46,27,24,3.3503,58527582.51,2
H&M,78,12,69.47,64.6674,0.034006,59,54,31,29,3.4991,56587827.29,3
H&M,78,19,29.7,71.1104,0.30597,55,58,28,30,3.5956,54014649.01,5
H&M,78,20,41.95,78.1436,0.021701,54,55,28,28,3.598,53551134.32,5
H&M,78,21,79.23,78.4943,0.2477,54,54,29,28,3.6131,61517631.73,5
H&M,78,23,67.21,82.7196,0.14819,52,51,27,27,3.6139,57372480.77,6
H&M,78,24,21.99,84.6327,0.015865,51,52,27,27,3.6274,56249930.11,6
H&M,78,27,57.63,83.0083,0.016047,48,54,25,28,3.5889,55234038.75,7
H&M,78,29,11.98,86.2585,0.011867,54,53,27,27,3.5034,47079927.57,7
H&M,78,30,159.7,85.6614,0.013424,58,54,30,27,3.4612,58994478.82,7
H&M,78,31,201.42,86.3621,0.010023,58,58,30,30,3.4483,64061272.56,8
H&M,78,34,308.49,86.6954,0.056682,56,60,28,32,3.4016,59269432.69,8
H&M,78,36,8.98,82.2275,0.15513,53,53,28,27,3.3867,50113793.18,9
H&M,78,37,51.6,80.9667,0.23549,61,53,33,28,3.332,50482052.06,9
H&M,78,40,184.93,80.2434,0.086039,63,60,32,30,3.2106,50791777.24,10
H&M,78,41,232.26,71.8292,0.025079,65,63,34,32,3.1195,47355591.03,10
H&M,78,43,46.99,71.257,0.086644,59,63,31,34,2.9946,54946270.97,10
H&M,78,44,70.32,64.3976,0.49429,85,59,44,31,2.9385,54283147.72,11
H&M,78,45,168.64,50.7196,0.083364,72,85,37,44,2.8888,52345358.6,11
H&M,78,47,142.89,58.8896,0.0024641,100,69,52,36,2.7656,71155437.58,11
H&M,78,50,22,60.1005,0.064626,65,66,35,35,2.4426,110545404.8,12
H&M,79,37,26.7,71.6381,0.21743,61,53,33,28,3.332,50482052.06,9
H&M,79,38,86.46,71.3413,0.1693,60,61,31,33,3.2989,49056480.9,9
H&M,79,43,566.67,62.3,0,59,63,31,34,2.9946,54946270.97,10
H&M,79,44,341.53,55.946,0.15086,85,59,44,31,2.9385,54283147.72,11
H&M,79,45,698.19,44.1873,0,72,85,37,44,2.8888,52345358.6,11
H&M,79,46,900.69,43.5444,0.011159,69,72,36,37,2.8292,59302549.18,11
H&M,79,47,180.23,49.2143,0.0016825,100,69,52,36,2.7656,71155437.58,11
H&M,79,48,43.3,48.5778,0.0010476,82,100,44,52,2.7009,115816443,12
H&M,79,49,75.56,53.681,0.00038095,66,82,35,44,2.5858,95699514.06,12
H&M,79,50,254.66,45.2857,0.0038254,65,66,35,35,2.4426,110545404.8,12
H&M,79,51,647.93,43.3159,0.022254,66,65,36,35,2.301,67497543.99,12
H&M,80,1,1122.54,26.0848,0.0032404,46,53,24,27,3.2631,61492760.7,1
H&M,80,2,961.22,34.7294,0.003101,48,46,25,24,3.2574,57539409.47,1
H&M,80,3,1465.64,34.9408,0.0035889,49,48,25,25,3.2404,54173417.13,1
H&M,80,4,770.12,24.633,0.067515,48,49,25,25,3.2417,62557438.97,1
H&M,80,5,1233.25,11.0453,0.0060627,52,48,27,25,3.248,57741423.48,2
H&M,80,6,942.83,33.6307,0.02295,46,52,24,27,3.2816,58429948.63,2
H&M,80,7,1040.88,40.2009,0.0079326,52,46,27,24,3.3503,58527582.51,2
H&M,80,8,685.57,32.1754,0.0025436,49,52,25,27,3.4036,68292043.94,2
H&M,80,9,1115.32,37.4878,0.070035,51,49,27,25,3.4321,67214297.82,3
H&M,80,10,1324.73,42.0186,0.0030197,55,51,29,27,3.4652,55112365.96,3
H&M,80,11,1630.92,38.5389,0.0048084,54,55,29,29,3.4883,55204513.98,3
H&M,80,12,2159.45,41.3415,0.0024623,59,54,31,29,3.4991,56587827.29,3
H&M,80,13,1841.61,41.9164,0.070035,57,59,30,31,3.5253,66181801.73,4
H&M,80,14,1432.97,51.4472,0.0020441,56,57,29,30,3.5501,53044599.44,4
H&M,80,15,902.75,43.9628,0.024855,59,56,31,29,3.5921,55548326.56,4
H&M,80,16,1641.4,54.9895,0.032497,53,59,27,31,3.6202,52812187.85,4
H&M,80,17,1210.76,47.2462,0.00964,54,53,28,27,3.6246,68064917.82,4
H&M,80,18,1144.77,55.7933,0.051974,58,54,30,28,3.6028,58490928.6,5
H&M,80,19,1944.47,44.3589,0.071556,55,58,28,30,3.5956,54014649.01,5
H&M,80,20,1477.01,61.2997,0.10955,54,55,28,28,3.598,53551134.32,5
H&M,80,21,2197.1,63.4797,0.022137,54,54,29,28,3.6131,61517631.73,5
H&M,80,22,1418.28,65.4611,0.024251,51,54,27,29,3.619,63331249.72,6
H&M,80,23,2223.37,62.5017,0.070232,52,51,27,27,3.6139,57372480.77,6
H&M,80,24,1452.85,66.4425,0.017027,51,52,27,27,3.6274,56249930.11,6
H&M,80,25,1583.53,67.4518,0.016214,49,51,26,27,3.6376,58537999.83,6
H&M,80,26,1225.91,71.1893,0.0071777,54,49,28,26,3.6243,60978421.45,7
H&M,80,27,1484.28,73.9733,0.058397,48,54,25,28,3.5889,55234038.75,7
H&M,80,28,799.31,68.676,0.13528,53,48,27,25,3.5468,49419270.48,7
H&M,80,29,1438.41,76.6702,0.014065,54,53,27,27,3.5034,47079927.57,7
H&M,80,30,1119.97,66.0767,0.21324,58,54,30,27,3.4612,58994478.82,7
H&M,80,31,1680.58,69.5099,0.086307,58,58,30,30,3.4483,64061272.56,8
H&M,80,32,1232.58,70.5447,0.045633,61,58,32,30,3.4331,53130059.7,8
H&M,80,33,1925.75,70.029,0.030035,60,61,32,32,3.4041,53607957.56,8
H&M,80,34,1734.51,64.6887,0.069454,56,60,28,32,3.4016,59269432.69,8
H&M,80,35,2932.1,64.2067,0.040616,53,56,27,28,3.4086,55122979.26,9
H&M,80,36,2521.83,57.583,0.049245,53,53,28,27,3.3867,50113793.18,9
H&M,80,37,1547.28,67.2033,0.0047503,61,53,33,28,3.332,50482052.06,9
H&M,80,38,1252.98,66.7584,0.03928,60,61,31,33,3.2989,49056480.9,9
H&M,80,39,1506.03,53.0441,0.12281,60,60,30,31,3.2833,65895762.01,10
H&M,80,40,1897.58,56.3171,0.10396,63,60,32,30,3.2106,50791777.24,10
H&M,80,41,1821.36,52.381,0.019129,65,63,34,32,3.1195,47355591.03,10
H&M,80,42,1277.33,58.8502,0.00080139,63,65,34,34,3.0507,49073930.89,10
H&M,80,43,817.78,49.0244,0.0033798,59,63,31,34,2.9946,54946270.97,10
H&M,80,44,1148.73,47.3322,0.040499,85,59,44,31,2.9385,54283147.72,11
H&M,80,45,2933.45,20.9048,0.0073403,72,85,37,44,2.8888,52345358.6,11
H&M,80,46,1325.62,32.6458,0.00039489,69,72,36,37,2.8292,59302549.18,11
H&M,80,47,1691.39,40.9071,0.0038444,100,69,52,36,2.7656,71155437.58,11
H&M,80,48,890.85,37.3659,0.0019048,82,100,44,52,2.7009,115816443,12
H&M,80,49,1069.54,42.525,1.16E-05,66,82,35,44,2.5858,95699514.06,12
H&M,80,50,1914.67,31.5563,0.0089663,65,66,35,35,2.4426,110545404.8,12
H&M,80,51,2037.9,26.0859,0.027863,66,65,36,35,2.301,67497543.99,12
H&M,83,6,194.28,37.4259,0.089137,46,52,24,27,3.2816,58429948.63,2
H&M,83,10,61.73,41.5876,0.059973,55,51,29,27,3.4652,55112365.96,3
H&M,83,14,170.59,50.5256,0.0037736,56,57,29,30,3.5501,53044599.44,4
H&M,83,17,13.73,50.1995,0.016873,54,53,28,27,3.6246,68064917.82,4
H&M,83,21,13.77,61.0323,0.0019137,54,54,29,28,3.6131,61517631.73,5
H&M,83,22,57.79,63.5094,0.0036119,51,54,27,29,3.619,63331249.72,6
H&M,83,23,142.63,62.6685,0.0043396,52,51,27,27,3.6139,57372480.77,6
H&M,83,26,8.98,70.7062,5.39E-05,54,49,28,26,3.6243,60978421.45,7
H&M,83,30,60.13,75.3127,0.0051752,58,54,30,27,3.4612,58994478.82,7
H&M,83,31,84.59,71.655,0.087358,58,58,30,30,3.4483,64061272.56,8
H&M,83,37,168.92,67.8221,0.0062803,61,53,33,28,3.332,50482052.06,9
H&M,83,39,39.96,52.6927,0.070108,60,60,30,31,3.2833,65895762.01,10
H&M,83,50,10.7,33.407,0.073127,65,66,35,35,2.4426,110545404.8,12
H&M,84,1,93.14,27.8994,0.029738,46,53,24,27,3.2631,61492760.7,1
H&M,84,2,77.48,30.829,0.010644,48,46,25,24,3.2574,57539409.47,1
H&M,84,3,138.31,26.5352,0,49,48,25,25,3.2404,54173417.13,1
H&M,84,4,7.49,31.1771,0.062394,48,49,25,25,3.2417,62557438.97,1
H&M,84,6,151.26,43.3622,0.069718,46,52,24,27,3.2816,58429948.63,2
H&M,84,8,4.22,46.9658,0.083702,49,52,25,27,3.4036,68292043.94,2
H&M,84,9,147.68,46.4507,0.038813,51,49,27,25,3.4321,67214297.82,3
H&M,84,11,29.81,44.0644,0.00080483,54,55,29,29,3.4883,55204513.98,3
H&M,84,13,48.48,44.3038,0.062757,57,59,30,31,3.5253,66181801.73,4
H&M,84,16,49.9,54.0664,0.093803,53,59,27,31,3.6202,52812187.85,4
H&M,84,17,56.52,50.8853,0.019296,54,53,28,27,3.6246,68064917.82,4
H&M,84,20,21.32,62.8249,0.0085312,54,55,28,28,3.598,53551134.32,5
H&M,84,23,55.13,69.9356,0.00020121,52,51,27,27,3.6139,57372480.77,6
H&M,84,24,12.82,62.8793,0.057364,51,52,27,27,3.6274,56249930.11,6
H&M,84,25,7.48,72.1851,0.12038,49,51,26,27,3.6376,58537999.83,6
H&M,84,29,33.98,80.7606,0.0095976,54,53,27,27,3.5034,47079927.57,7
H&M,84,30,67.1,75.8934,0.027103,58,54,30,27,3.4612,58994478.82,7
H&M,84,31,73.61,73.1871,0.049437,58,58,30,30,3.4483,64061272.56,8
H&M,84,32,188.05,76.1469,0.022495,61,58,32,30,3.4331,53130059.7,8
H&M,84,33,63.99,71.1851,0.10217,60,61,32,32,3.4041,53607957.56,8
H&M,84,34,46.85,69.1891,0.02829,56,60,28,32,3.4016,59269432.69,8
H&M,84,41,19.18,55.9537,0,65,63,34,32,3.1195,47355591.03,10
H&M,84,44,69.35,44.4125,0.0087123,85,59,44,31,2.9385,54283147.72,11
H&M,84,45,40.38,36.5956,0.011549,72,85,37,44,2.8888,52345358.6,11
H&M,84,46,49.09,31.6237,0.036499,69,72,36,37,2.8292,59302549.18,11
H&M,84,48,47.72,43.67,0.0082897,82,100,44,52,2.7009,115816443,12
H&M,85,1,219.84,51.4609,0,46,53,24,27,3.2631,61492760.7,1
H&M,85,2,122.91,55.09,0,48,46,25,24,3.2574,57539409.47,1
H&M,85,3,146.54,59.2841,4.74E-05,49,48,25,25,3.2404,54173417.13,1
H&M,85,4,99.92,57.9408,0.00071034,48,49,25,25,3.2417,62557438.97,1
H&M,85,5,105.28,51.341,0.0011287,52,48,27,25,3.248,57741423.48,2
H&M,85,6,228.08,61.9795,6.31E-05,46,52,24,27,3.2816,58429948.63,2
H&M,85,7,110.07,63.5588,0,52,46,27,24,3.3503,58527582.51,2
H&M,85,8,231.83,63.6196,0.089053,49,52,25,27,3.4036,68292043.94,2
H&M,85,9,65.45,62.4775,0.0064641,51,49,27,25,3.4321,67214297.82,3
H&M,85,10,198.09,64.7119,7.89E-06,55,51,29,27,3.4652,55112365.96,3
H&M,85,11,498.48,64.4846,0.00025257,54,55,29,29,3.4883,55204513.98,3
H&M,85,12,473.48,65.6543,9.47E-05,59,54,31,29,3.4991,56587827.29,3
H&M,85,13,232.95,62.2707,0.00033149,57,59,30,31,3.5253,66181801.73,4
H&M,85,14,146.43,72.5541,0,56,57,29,30,3.5501,53044599.44,4
H&M,85,15,443.61,69.8808,0.00060773,59,56,31,29,3.5921,55548326.56,4
H&M,85,16,367.15,71.4807,0.0016022,53,59,27,31,3.6202,52812187.85,4
H&M,85,17,434.16,71.91,0,54,53,28,27,3.6246,68064917.82,4
H&M,85,18,279.62,72.9171,0.00012628,58,54,30,28,3.6028,58490928.6,5
H&M,85,19,191.07,76.7743,0,55,58,28,30,3.5956,54014649.01,5
H&M,85,20,210.13,77.5272,0.00044988,54,55,28,28,3.598,53551134.32,5
H&M,85,21,485.56,86.0781,9.47E-05,54,54,29,28,3.6131,61517631.73,5
H&M,85,22,284.14,87.1539,0,51,54,27,29,3.619,63331249.72,6
H&M,85,23,506.38,89.3283,9.47E-05,52,51,27,27,3.6139,57372480.77,6
H&M,85,24,408.15,86.7869,0,51,52,27,27,3.6274,56249930.11,6
H&M,85,25,320.7,88.8011,0,49,51,26,27,3.6376,58537999.83,6
H&M,85,26,397.2,91.1839,0.023047,54,49,28,26,3.6243,60978421.45,7
H&M,85,27,523.95,89.9708,0.034152,48,54,25,28,3.5889,55234038.75,7
H&M,85,28,246.32,89.4152,0.036409,53,48,27,25,3.5468,49419270.48,7
H&M,85,29,315.27,93.5438,0.012218,54,53,27,27,3.5034,47079927.57,7
H&M,85,30,1242.07,88.9479,0.071381,58,54,30,27,3.4612,58994478.82,7
H&M,85,31,92.59,87.7316,0.0066298,58,58,30,30,3.4483,64061272.56,8
H&M,85,32,604.21,87.6393,0.037932,61,58,32,30,3.4331,53130059.7,8
H&M,85,33,243.66,82.9676,0.096914,60,61,32,32,3.4041,53607957.56,8
H&M,85,34,616.82,87.5975,0.005959,56,60,28,32,3.4016,59269432.69,8
H&M,85,35,473.74,88.7324,0.024136,53,56,27,28,3.4086,55122979.26,9
H&M,85,36,568.95,83.8587,0.18591,53,53,28,27,3.3867,50113793.18,9
H&M,85,37,520.59,84.1002,0.033757,61,53,33,28,3.332,50482052.06,9
H&M,85,38,555.55,84.6093,0.065178,60,61,31,33,3.2989,49056480.9,9
H&M,85,39,563.19,75.5872,0.013362,60,60,30,31,3.2833,65895762.01,10
H&M,85,40,389.77,74.9013,0.056369,63,60,32,30,3.2106,50791777.24,10
H&M,85,41,333.58,74.689,0,65,63,34,32,3.1195,47355591.03,10
H&M,85,42,436.13,75.5367,0.0078927,63,65,34,34,3.0507,49073930.89,10
H&M,85,43,319.11,73.4562,0.00022099,59,63,31,34,2.9946,54946270.97,10
H&M,85,44,388.59,64.8761,0.0015312,85,59,44,31,2.9385,54283147.72,11
