Company,Zip Prefix,WeekNum,Sales,Temp,Precip,GoogTrend,GoogTrendM1,GoogTrendR,GoogTrendRM1,Gprice,Non-Physical Sales,Month
SHELL,1,27,22585.34,70.1877,0.052326,94,91,47,46,3.5889,55234038.75,7
SHELL,1,28,22682.83,69.0142,0.267,93,94,47,47,3.5468,49419270.48,7
SHELL,1,29,21974.06,69.0213,0.050543,92,93,46,47,3.5034,47079927.57,7
SHELL,1,30,19499.31,68.621,0.21841,92,92,46,46,3.4612,58994478.82,7
SHELL,1,31,20241.08,68.9351,0.016635,91,92,46,46,3.4483,64061272.56,8
SHELL,1,32,20501.2,66.4416,0.24699,91,91,46,46,3.4331,53130059.7,8
SHELL,1,33,19016.4,64.7202,0.035821,91,91,46,46,3.4041,53607957.56,8
SHELL,1,34,20149.5,68.3471,0.083377,90,91,45,46,3.4016,59269432.69,8
SHELL,1,35,17028.91,74.2255,0.21603,88,90,44,45,3.4086,55122979.26,9
SHELL,1,36,15020.95,61.5844,0.040047,89,88,45,44,3.3867,50113793.18,9
SHELL,1,37,16765.8,53.66,0.0039197,89,89,45,45,3.332,50482052.06,9
SHELL,1,38,15017.06,59.3022,0.054687,96,89,48,45,3.2989,49056480.9,9
SHELL,1,39,17574.19,58.0236,0.15557,91,96,46,48,3.2833,65895762.01,10
SHELL,1,40,16878.94,53.3318,0.039008,91,91,46,46,3.2106,50791777.24,10
SHELL,1,41,16323.76,59.5148,0.18933,90,91,45,46,3.1195,47355591.03,10
SHELL,1,42,16635.41,48.6612,0.43568,100,90,50,45,3.0507,49073930.89,10
SHELL,1,43,13853.28,48.0272,0.064097,90,100,46,50,2.9946,54946270.97,10
SHELL,1,44,14238.14,42.8335,0.064144,88,90,44,46,2.9385,54283147.72,11
SHELL,1,45,13221.84,40.8394,0.0266,86,88,43,44,2.8888,52345358.6,11
SHELL,1,46,12804.06,31.0579,0.17682,86,86,43,43,2.8292,59302549.18,11
SHELL,1,47,13466.43,37.5537,0.25349,84,86,42,43,2.7656,71155437.58,11
SHELL,1,48,13697.06,36.2397,0.23053,87,84,44,42,2.7009,115816443,12
SHELL,1,49,12998.66,30.2184,0.34937,85,87,43,44,2.5858,95699514.06,12
SHELL,1,50,11720.7,33.7532,0.06098,90,85,46,43,2.4426,110545404.8,12
SHELL,1,51,12659.69,39.0401,0.1129,87,90,44,46,2.301,67497543.99,12
SHELL,2,1,22498.25,28.4258,0.15988,82,81,41,41,3.2631,61492760.7,1
SHELL,2,2,23234.54,39.6915,0.19391,83,82,42,41,3.2574,57539409.47,1
SHELL,2,3,25737.93,21.1656,0.022539,81,83,41,42,3.2404,54173417.13,1
SHELL,2,4,24565.46,24.9873,0.009636,85,81,43,41,3.2417,62557438.97,1
SHELL,2,5,22326.35,27.5796,0.16983,82,85,41,43,3.248,57741423.48,2
SHELL,2,6,26214.57,24.0883,0.25952,82,82,41,41,3.2816,58429948.63,2
SHELL,2,7,21381.65,30.758,0.12643,79,82,40,41,3.3503,58527582.51,2
SHELL,2,8,24083.73,25.0737,0.0082075,84,79,43,40,3.4036,68292043.94,2
SHELL,2,9,24854.41,25.8317,0.0079345,83,84,42,43,3.4321,67214297.82,3
SHELL,2,10,22590.11,36.5769,0.064186,84,83,43,42,3.4652,55112365.96,3
SHELL,2,11,24681.02,33.7043,0.057389,82,84,41,43,3.4883,55204513.98,3
SHELL,2,12,22269.36,33.7207,0.12575,85,82,43,41,3.4991,56587827.29,3
SHELL,2,13,23402.54,41.3421,0.46453,95,85,48,43,3.5253,66181801.73,4
SHELL,2,14,22546.0301,49.8999,0.10606,94,95,47,48,3.5501,53044599.44,4
SHELL,2,15,27267.5699,47.2539,0.19822,85,94,43,47,3.5921,55548326.56,4
SHELL,2,16,24134.85,48.9527,0.092056,85,85,43,43,3.6202,52812187.85,4
SHELL,2,17,23681.95,49.3467,0.17819,85,85,43,43,3.6246,68064917.82,4
SHELL,2,18,25896.02,56.293,0.029682,85,85,43,43,3.6028,58490928.6,5
SHELL,2,19,26908.4,62.212,0.12268,88,85,44,43,3.5956,54014649.01,5
SHELL,2,20,26286.92,57.5068,0.049518,87,88,44,44,3.598,53551134.32,5
SHELL,2,21,27221.43,56.1056,0.065641,86,87,44,44,3.6131,61517631.73,5
SHELL,2,22,26713.79,62.626,0.10696,89,86,45,44,3.619,63331249.72,6
SHELL,2,23,28448.64,66.3449,0.12821,87,89,44,45,3.6139,57372480.77,6
SHELL,2,24,25738.29,68.2066,0.017461,86,87,43,44,3.6274,56249930.11,6
SHELL,2,25,26629.27,67.7234,0.043458,92,86,46,43,3.6376,58537999.83,6
SHELL,2,26,27092.94,73.9108,0.3756,91,92,46,46,3.6243,60978421.45,7
SHELL,2,27,30074.99,74.0555,0.015869,94,91,47,46,3.5889,55234038.75,7
SHELL,2,28,27163.98,72.5924,0.18629,93,94,47,47,3.5468,49419270.48,7
SHELL,2,29,26122.8801,71.182,0.01677,92,93,46,47,3.5034,47079927.57,7
SHELL,2,30,25954.01,70.081,0.11166,92,92,46,46,3.4612,58994478.82,7
SHELL,2,31,26584.8,70.1965,0.021629,91,92,46,46,3.4483,64061272.56,8
SHELL,2,32,27023.15,68.4186,0.13836,91,91,46,46,3.4331,53130059.7,8
SHELL,2,33,24933.25,66.5669,0.0082894,91,91,46,46,3.4041,53607957.56,8
SHELL,2,34,25691.73,69.0573,0.0042038,90,91,45,46,3.4016,59269432.69,8
SHELL,2,35,25307.07,76.0482,0.058235,88,90,44,45,3.4086,55122979.26,9
SHELL,2,36,25734.12,64.4231,0.041811,89,88,45,44,3.3867,50113793.18,9
SHELL,2,37,24043.23,56.4722,0.00057325,89,89,45,45,3.332,50482052.06,9
SHELL,2,38,22496.45,61.3621,0.029836,96,89,48,45,3.2989,49056480.9,9
SHELL,2,39,23380.34,59.1975,0.22411,91,96,46,48,3.2833,65895762.01,10
SHELL,2,40,22932.09,55.3685,0.060773,91,91,46,46,3.2106,50791777.24,10
SHELL,2,41,23012.73,61.3121,0.10888,90,91,45,46,3.1195,47355591.03,10
SHELL,2,42,21191.59,51.2921,0.42865,100,90,50,45,3.0507,49073930.89,10
SHELL,2,43,20486.59,51.6024,0.077534,90,100,46,50,2.9946,54946270.97,10
SHELL,2,44,20158.12,45.2866,0.12705,88,90,44,46,2.9385,54283147.72,11
SHELL,2,45,22435.74,43.3822,0.043958,86,88,43,44,2.8888,52345358.6,11
SHELL,2,46,19688.19,35.0874,0.22617,86,86,43,43,2.8292,59302549.18,11
SHELL,2,47,18378.05,41.1065,0.30217,84,86,42,43,2.7656,71155437.58,11
SHELL,2,48,24504.02,41.1374,0.2076,87,84,44,42,2.7009,115816443,12
SHELL,2,49,18845.27,34.3631,0.42581,85,87,43,44,2.5858,95699514.06,12
SHELL,2,50,18836.45,36.6606,0.06,90,85,46,43,2.4426,110545404.8,12
SHELL,2,51,15694.83,42.6524,0.14941,87,90,44,46,2.301,67497543.99,12
SHELL,3,1,9005.09,21.998,0.16433,82,81,41,41,3.2631,61492760.7,1
SHELL,3,2,9554.71,35.9796,0.11669,83,82,42,41,3.2574,57539409.47,1
SHELL,3,3,9429.37,14.8959,0.010673,81,83,41,42,3.2404,54173417.13,1
SHELL,3,4,10361.19,20.1429,0.0048571,85,81,43,41,3.2417,62557438.97,1
SHELL,3,5,8971.54,21.6265,0.05798,82,85,41,43,3.248,57741423.48,2
SHELL,3,6,9018.32,18.1408,0.11184,82,82,41,41,3.2816,58429948.63,2
SHELL,3,7,9547.08,24.8041,0.18588,79,82,40,41,3.3503,58527582.51,2
SHELL,3,8,9302.03,19.2327,0.0013061,84,79,43,40,3.4036,68292043.94,2
SHELL,3,9,10716.37,18.5837,0.0013265,83,84,42,43,3.4321,67214297.82,3
SHELL,3,10,10910.1,30.2837,0.10259,84,83,43,42,3.4652,55112365.96,3
SHELL,3,11,11087.74,27.8061,0.074429,82,84,41,43,3.4883,55204513.98,3
SHELL,3,12,8685.53,28.5082,0.055327,85,82,43,41,3.4991,56587827.29,3
SHELL,3,13,9517.41,38.5224,0.32759,95,85,48,43,3.5253,66181801.73,4
SHELL,3,14,9003.27,46.8898,0.073959,94,95,47,48,3.5501,53044599.44,4
SHELL,3,15,10468.22,42.5224,0.11476,85,94,43,47,3.5921,55548326.56,4
SHELL,3,16,8477.36,48.2286,0.049816,85,85,43,43,3.6202,52812187.85,4
SHELL,3,17,8484.98,47.4245,0.14329,85,85,43,43,3.6246,68064917.82,4
SHELL,3,18,10677.35,53.1265,0.026245,85,85,43,43,3.6028,58490928.6,5
SHELL,3,19,10140.66,61.3796,0.12504,88,85,44,43,3.5956,54014649.01,5
SHELL,3,20,8852.91,55.9571,0.089694,87,88,44,44,3.598,53551134.32,5
SHELL,3,21,10320.54,56.0306,0.06751,86,87,44,44,3.6131,61517631.73,5
SHELL,3,22,11472.1,62.7224,0.027265,89,86,45,44,3.619,63331249.72,6
SHELL,3,23,10684.47,64.4592,0.11927,87,89,44,45,3.6139,57372480.77,6
SHELL,3,24,12549.9,66.149,0.025592,86,87,43,44,3.6274,56249930.11,6
SHELL,3,25,10622,67.1735,0.16792,92,86,46,43,3.6376,58537999.83,6
SHELL,3,26,10459.59,72.9816,0.31231,91,92,46,46,3.6243,60978421.45,7
SHELL,3,27,12298.41,71.5959,0.090857,94,91,47,46,3.5889,55234038.75,7
SHELL,3,28,12178.59,71.451,0.19214,93,94,47,47,3.5468,49419270.48,7
SHELL,3,29,11076.34,69.9469,0.057796,92,93,46,47,3.5034,47079927.57,7
SHELL,3,30,9707.59,67.6388,0.20069,92,92,46,46,3.4612,58994478.82,7
SHELL,3,31,11165.07,68.1469,0.038755,91,92,46,46,3.4483,64061272.56,8
SHELL,3,32,10077.77,65.8531,0.28286,91,91,46,46,3.4331,53130059.7,8
SHELL,3,33,9904.54,63.4939,0.083571,91,91,46,46,3.4041,53607957.56,8
SHELL,3,34,11073.75,68.3857,0.0027551,90,91,45,46,3.4016,59269432.69,8
SHELL,3,35,10538.06,73.2918,0.11147,88,90,44,45,3.4086,55122979.26,9
SHELL,3,36,7937.7,59.5939,0.034531,89,88,45,44,3.3867,50113793.18,9
SHELL,3,37,9305.07,52.3449,0.01202,89,89,45,45,3.332,50482052.06,9
SHELL,3,38,9620.45,58.5388,0.037306,96,89,48,45,3.2989,49056480.9,9
SHELL,3,39,10702.94,58.1796,0.094571,91,96,46,48,3.2833,65895762.01,10
SHELL,3,40,10529.5,52.4429,0.04049,91,91,46,46,3.2106,50791777.24,10
SHELL,3,41,9350.14,58.8408,0.1471,90,91,45,46,3.1195,47355591.03,10
SHELL,3,42,9583.93,48.1143,0.26051,100,90,50,45,3.0507,49073930.89,10
SHELL,3,43,8523.78,46.5408,0.03298,90,100,46,50,2.9946,54946270.97,10
SHELL,3,44,8617.74,41.2959,0.040776,88,90,44,46,2.9385,54283147.72,11
SHELL,3,45,8282.11,39.5429,0.014429,86,88,43,44,2.8888,52345358.6,11
SHELL,3,46,8356.57,29.7429,0.095429,86,86,43,43,2.8292,59302549.18,11
SHELL,3,47,8017.89,35.9918,0.16561,84,86,42,43,2.7656,71155437.58,11
SHELL,3,48,7441.88,31.9571,0.13151,87,84,44,42,2.7009,115816443,12
SHELL,3,49,7312.23,29.051,0.20659,85,87,43,44,2.5858,95699514.06,12
SHELL,3,50,8018.99,32.5612,0.055531,90,85,46,43,2.4426,110545404.8,12
SHELL,3,51,6841.54,36.7551,0.10786,87,90,44,46,2.301,67497543.99,12
SHELL,4,1,3207.83,20.569,0.26104,82,81,41,41,3.2631,61492760.7,1
SHELL,4,2,3609.11,35.9685,0.14446,83,82,42,41,3.2574,57539409.47,1
SHELL,4,3,3575.5,12.6053,0.025109,81,83,41,42,3.2404,54173417.13,1
SHELL,4,4,3207.89,18.9927,0.015642,85,81,43,41,3.2417,62557438.97,1
SHELL,4,5,3462.4,18.615,0.045593,82,85,41,43,3.248,57741423.48,2
SHELL,4,6,3783.73,16.1719,0.14458,82,82,41,41,3.2816,58429948.63,2
SHELL,4,7,2879.69,23.1501,0.15809,79,82,40,41,3.3503,58527582.51,2
SHELL,4,8,3580.9,17.6634,0.00050847,84,79,43,40,3.4036,68292043.94,2
SHELL,4,9,3283.83,16.3366,0.0024697,83,84,42,43,3.4321,67214297.82,3
SHELL,4,10,4090.87,26.8281,0.15981,84,83,43,42,3.4652,55112365.96,3
SHELL,4,11,3628.83,24.8838,0.10492,82,84,41,43,3.4883,55204513.98,3
SHELL,4,12,3165.76,25.9128,0.018087,85,82,43,41,3.4991,56587827.29,3
SHELL,4,13,2908.65,35.3511,0.28554,95,85,48,43,3.5253,66181801.73,4
SHELL,4,14,3694.62,43.8644,0.10709,94,95,47,48,3.5501,53044599.44,4
SHELL,4,15,3701.03,39.9201,0.13303,85,94,43,47,3.5921,55548326.56,4
SHELL,4,16,2991.3,44.9492,0.076441,85,85,43,43,3.6202,52812187.85,4
SHELL,4,17,2643.28,46.4722,0.11889,85,85,43,43,3.6246,68064917.82,4
SHELL,4,18,4146.58,51.0436,0.071768,85,85,43,43,3.6028,58490928.6,5
SHELL,4,19,3585.27,56.2712,0.14574,88,85,44,43,3.5956,54014649.01,5
SHELL,4,20,6917.2001,55.1719,0.095981,87,88,44,44,3.598,53551134.32,5
SHELL,4,21,3733.27,54.3874,0.11579,86,87,44,44,3.6131,61517631.73,5
SHELL,4,22,3876,60.1695,0.082881,89,86,45,44,3.619,63331249.72,6
SHELL,4,23,4424.67,62.8015,0.22697,87,89,44,45,3.6139,57372480.77,6
SHELL,4,24,4147.04,62.2857,0.063947,86,87,43,44,3.6274,56249930.11,6
SHELL,4,25,3731.86,63.7022,0.20092,92,86,46,43,3.6376,58537999.83,6
SHELL,4,26,5291.1,71.1501,0.44424,91,92,46,46,3.6243,60978421.45,7
SHELL,4,27,5376.1,69.9976,0.014479,94,91,47,46,3.5889,55234038.75,7
SHELL,4,28,4303.05,69.3123,0.21637,93,94,47,47,3.5468,49419270.48,7
SHELL,4,29,5712.32,68.3462,0.07155,92,93,46,47,3.5034,47079927.57,7
SHELL,4,30,4662.04,66.7458,0.21654,92,92,46,46,3.4612,58994478.82,7
SHELL,4,31,4313.28,67.3584,0.12414,91,92,46,46,3.4483,64061272.56,8
SHELL,4,32,4391.53,64.9637,0.35765,91,91,46,46,3.4331,53130059.7,8
SHELL,4,33,5450.83,64.046,0.010024,91,91,46,46,3.4041,53607957.56,8
SHELL,4,34,4418.93,67.247,0.0069007,90,91,45,46,3.4016,59269432.69,8
SHELL,4,35,4885.42,70.4867,0.11337,88,90,44,45,3.4086,55122979.26,9
SHELL,4,36,3975.32,56.8354,0.030823,89,88,45,44,3.3867,50113793.18,9
SHELL,4,37,3732.17,50.7651,0.011985,89,89,45,45,3.332,50482052.06,9
SHELL,4,38,3900.9,57.5206,0.024286,96,89,48,45,3.2989,49056480.9,9
SHELL,4,39,5253.06,56.8959,0.019225,91,96,46,48,3.2833,65895762.01,10
SHELL,4,40,4389.18,51.9153,0.13126,91,91,46,46,3.2106,50791777.24,10
SHELL,4,41,5387.54,57.908,0.217,90,91,45,46,3.1195,47355591.03,10
SHELL,4,42,4524.95,47.0145,0.36954,100,90,50,45,3.0507,49073930.89,10
SHELL,4,43,4303.14,46.0847,0.055012,90,100,46,50,2.9946,54946270.97,10
SHELL,4,44,3232.45,37.7409,0.10525,88,90,44,46,2.9385,54283147.72,11
SHELL,4,45,2986.98,38.0387,0.031889,86,88,43,44,2.8888,52345358.6,11
SHELL,4,46,3995.06,29.3002,0.078063,86,86,43,43,2.8292,59302549.18,11
SHELL,4,47,3670.8,34.6392,0.18334,84,86,42,43,2.7656,71155437.58,11
SHELL,4,48,4577.06,28.4019,0.157,87,84,44,42,2.7009,115816443,12
SHELL,4,49,3070.71,28.7215,0.32252,85,87,43,44,2.5858,95699514.06,12
SHELL,4,50,4317.75,30.9274,0.11596,90,85,46,43,2.4426,110545404.8,12
SHELL,4,51,3078.23,35.4479,0.15893,87,90,44,46,2.301,67497543.99,12
SHELL,5,1,3546.95,22.2738,0.17925,82,81,41,41,3.2631,61492760.7,1
SHELL,5,2,2638.91,35.004,0.05131,83,82,42,41,3.2574,57539409.47,1
SHELL,5,3,3489.96,8.0952,0.015635,81,83,41,42,3.2404,54173417.13,1
SHELL,5,4,3109.46,17.1151,0.0059524,85,81,43,41,3.2417,62557438.97,1
SHELL,5,5,3122.18,18.1389,0.050476,82,85,41,43,3.248,57741423.48,2
SHELL,5,6,2490.95,15.996,0.073929,82,82,41,41,3.2816,58429948.63,2
SHELL,5,7,4121.03,23.381,0.098254,79,82,40,41,3.3503,58527582.51,2
SHELL,5,8,2655.65,17.2976,0.0025794,84,79,43,40,3.4036,68292043.94,2
SHELL,5,9,3195.48,14.2024,0.0018651,83,84,42,43,3.4321,67214297.82,3
SHELL,5,10,2607.69,24.9722,0.11127,84,83,43,42,3.4652,55112365.96,3
SHELL,5,11,3786.45,23.1032,0.028849,82,84,41,43,3.4883,55204513.98,3
SHELL,5,12,2858.48,24.6508,0.044603,85,82,43,41,3.4991,56587827.29,3
SHELL,5,13,3080.98,36.6151,0.09381,95,85,48,43,3.5253,66181801.73,4
SHELL,5,14,2151.61,43.8968,0.035952,94,95,47,48,3.5501,53044599.44,4
SHELL,5,15,1810.51,43.246,0.16131,85,94,43,47,3.5921,55548326.56,4
SHELL,5,16,2206.92,48.1984,0.067659,85,85,43,43,3.6202,52812187.85,4
SHELL,5,17,2490.56,48.6667,0.090556,85,85,43,43,3.6246,68064917.82,4
SHELL,5,18,5473.32,52.504,0.060754,85,85,43,43,3.6028,58490928.6,5
SHELL,5,19,2181.45,62.8532,0.14004,88,85,44,43,3.5956,54014649.01,5
SHELL,5,20,2641.84,56.4087,0.11004,87,88,44,44,3.598,53551134.32,5
SHELL,5,21,3084.47,59.0675,0.074524,86,87,44,44,3.6131,61517631.73,5
SHELL,5,22,2454.8,65.6746,0.044167,89,86,45,44,3.619,63331249.72,6
SHELL,5,23,2464.91,64.9087,0.17925,87,89,44,45,3.6139,57372480.77,6
SHELL,5,24,2334.51,64.1111,0.046627,86,87,43,44,3.6274,56249930.11,6
SHELL,5,25,2878.69,66.4683,0.17036,92,86,46,43,3.6376,58537999.83,6
SHELL,5,26,2501.06,68.6508,0.11254,91,92,46,46,3.6243,60978421.45,7
SHELL,5,27,2984.92,65.6587,0.10992,94,91,47,46,3.5889,55234038.75,7
SHELL,5,28,2733.31,65.3611,0.077738,93,94,47,47,3.5468,49419270.48,7
SHELL,5,29,3030.7,65.8016,0.059484,92,93,46,47,3.5034,47079927.57,7
SHELL,5,30,3034.19,64.631,0.28345,92,92,46,46,3.4612,58994478.82,7
SHELL,5,31,2854.97,67.7738,0.04619,91,92,46,46,3.4483,64061272.56,8
SHELL,5,32,2959.09,64.869,0.13643,91,91,46,46,3.4331,53130059.7,8
SHELL,5,33,2463.07,63.6865,0.085357,91,91,46,46,3.4041,53607957.56,8
SHELL,5,34,2381.9,67.5079,0.00011905,90,91,45,46,3.4016,59269432.69,8
SHELL,5,35,2879,71.4524,0.11286,88,90,44,45,3.4086,55122979.26,9
SHELL,5,36,2241.95,58.0397,0.030516,89,88,45,44,3.3867,50113793.18,9
SHELL,5,37,2177.18,50.6071,0.018333,89,89,45,45,3.332,50482052.06,9
SHELL,5,38,2445.01,55.4802,0.021587,96,89,48,45,3.2989,49056480.9,9
SHELL,5,39,2322.24,56.3333,0.11841,91,96,46,48,3.2833,65895762.01,10
SHELL,5,40,2702.79,48.8532,0.035357,91,91,46,46,3.2106,50791777.24,10
SHELL,5,41,2642.77,55.5476,0.13266,90,91,45,46,3.1195,47355591.03,10
SHELL,5,42,1950.48,44.2183,0.13238,100,90,50,45,3.0507,49073930.89,10
SHELL,5,43,2092.49,45.4246,0.030595,90,100,46,50,2.9946,54946270.97,10
SHELL,5,44,2212,40.623,0.042183,88,90,44,46,2.9385,54283147.72,11
SHELL,5,45,2314.34,38.7063,0.0077381,86,88,43,44,2.8888,52345358.6,11
SHELL,5,46,1524.07,27.496,0.05381,86,86,43,43,2.8292,59302549.18,11
SHELL,5,47,1309.78,33.5119,0.089405,84,86,42,43,2.7656,71155437.58,11
SHELL,5,48,2414.16,29.2579,0.077222,87,84,44,42,2.7009,115816443,12
SHELL,5,49,1901.19,25.6508,0.15306,85,87,43,44,2.5858,95699514.06,12
SHELL,5,50,2265.14,28.4802,0.026627,90,85,46,43,2.4426,110545404.8,12
SHELL,5,51,2239.65,34.496,0.080476,87,90,44,46,2.301,67497543.99,12
SHELL,6,1,33136,27.0653,0.18393,82,81,41,41,3.2631,61492760.7,1
SHELL,6,2,38465.86,38.0066,0.080501,83,82,42,41,3.2574,57539409.47,1
SHELL,6,3,37344.73,20.6717,0.27238,81,83,41,42,3.2404,54173417.13,1
SHELL,6,4,36716.76,23.9423,0.0074551,85,81,43,41,3.2417,62557438.97,1
SHELL,6,5,29055.65,25.7928,0.16047,82,85,41,43,3.248,57741423.48,2
SHELL,6,6,37088.15,23.0757,0.37794,82,82,41,41,3.2816,58429948.63,2
SHELL,6,7,28160.46,29.6291,0.1668,79,82,40,41,3.3503,58527582.51,2
SHELL,6,8,33900.65,24.2971,0.0019584,84,79,43,40,3.4036,68292043.94,2
SHELL,6,9,38267.74,25.5355,0.0011353,83,84,42,43,3.4321,67214297.82,3
SHELL,6,10,41571.03,36.8789,0.050454,84,83,43,42,3.4652,55112365.96,3
SHELL,6,11,38471.48,35.1523,0.10344,82,84,41,43,3.4883,55204513.98,3
SHELL,6,12,33768.39,32.7786,0.19412,85,82,43,41,3.4991,56587827.29,3
SHELL,6,13,37768,43.0473,0.31603,95,85,48,43,3.5253,66181801.73,4
SHELL,6,14,37393.6101,49.0255,0.077625,94,95,47,48,3.5501,53044599.44,4
SHELL,6,15,41928.38,46.9962,0.17356,85,94,43,47,3.5921,55548326.56,4
SHELL,6,16,42958.4001,49.4891,0.092157,85,85,43,43,3.6202,52812187.85,4
SHELL,6,17,40898.73,50.7275,0.39542,85,85,43,43,3.6246,68064917.82,4
SHELL,6,18,45455.9001,56.7446,0.081249,85,85,43,43,3.6028,58490928.6,5
SHELL,6,19,43918.33,62.4465,0.18202,88,85,44,43,3.5956,54014649.01,5
SHELL,6,20,43647.9199,59.3056,0.098477,87,88,44,44,3.598,53551134.32,5
SHELL,6,21,47575.47,60.8146,0.057928,86,87,44,44,3.6131,61517631.73,5
SHELL,6,22,41689.53,65.333,0.076802,89,86,45,44,3.619,63331249.72,6
SHELL,6,23,42113.69,66.3841,0.14164,87,89,44,45,3.6139,57372480.77,6
SHELL,6,24,43637.8399,68.7465,0.037881,86,87,43,44,3.6274,56249930.11,6
SHELL,6,25,44061.47,69.6746,0.023037,92,86,46,43,3.6376,58537999.83,6
SHELL,6,26,41472.7199,73.5203,0.23925,91,92,46,46,3.6243,60978421.45,7
SHELL,6,27,47457.86,74.6433,0.015714,94,91,47,46,3.5889,55234038.75,7
SHELL,6,28,38538.5499,72.1883,0.18754,93,94,47,47,3.5468,49419270.48,7
SHELL,6,29,41218.98,72.4475,0.036623,92,93,46,47,3.5034,47079927.57,7
SHELL,6,30,40091.9899,70.7578,0.058855,92,92,46,46,3.4612,58994478.82,7
SHELL,6,31,39651.77,70.7654,0.016632,91,92,46,46,3.4483,64061272.56,8
SHELL,6,32,41780.39,68.6793,0.25983,91,91,46,46,3.4331,53130059.7,8
SHELL,6,33,36598.28,68.6093,0.0095932,91,91,46,46,3.4041,53607957.56,8
SHELL,6,34,40569.7401,69.6518,0.0062441,90,91,45,46,3.4016,59269432.69,8
SHELL,6,35,39441.4301,75.8496,0.077124,88,90,44,45,3.4086,55122979.26,9
SHELL,6,36,36846.1701,65.2148,0.041287,89,88,45,44,3.3867,50113793.18,9
SHELL,6,37,36173.03,58.0662,0.0080227,89,89,45,45,3.332,50482052.06,9
SHELL,6,38,34716.45,62.1457,0.11991,96,89,48,45,3.2989,49056480.9,9
SHELL,6,39,37235.27,62.0851,0.22373,91,96,46,48,3.2833,65895762.01,10
SHELL,6,40,34778.24,55.3094,0.046206,91,91,46,46,3.2106,50791777.24,10
SHELL,6,41,34409.57,61.2904,0.18375,90,91,45,46,3.1195,47355591.03,10
SHELL,6,42,36175.5299,51.0142,0.12306,100,90,50,45,3.0507,49073930.89,10
SHELL,6,43,32064.06,50.8609,0.059319,90,100,46,50,2.9946,54946270.97,10
SHELL,6,44,30898.52,46.2365,0.03878,88,90,44,46,2.9385,54283147.72,11
SHELL,6,45,35851.0798,43.3141,0.040672,86,88,43,44,2.8888,52345358.6,11
SHELL,6,46,36320.8199,33.8221,0.18088,86,86,43,43,2.8292,59302549.18,11
SHELL,6,47,30014.48,40.859,0.29145,84,86,42,43,2.7656,71155437.58,11
SHELL,6,48,26238.12,40.1003,0.2132,87,84,44,42,2.7009,115816443,12
SHELL,6,49,28508.8,32.4588,0.3295,85,87,43,44,2.5858,95699514.06,12
SHELL,6,50,25840.62,35.9489,0.045913,90,85,46,43,2.4426,110545404.8,12
SHELL,6,51,27435.4399,41.7654,0.12203,87,90,44,46,2.301,67497543.99,12
SHELL,7,1,24035.4,27.5222,0.15109,82,81,41,41,3.2631,61492760.7,1
SHELL,7,2,24880.73,39.0722,0.054294,83,82,42,41,3.2574,57539409.47,1
SHELL,7,3,27234.72,21.2479,0.028448,81,83,41,42,3.2404,54173417.13,1
SHELL,7,4,28146.98,24.3333,0.0037767,85,81,43,41,3.2417,62557438.97,1
SHELL,7,5,25301.8,29.5739,0.27375,82,85,41,43,3.248,57741423.48,2
SHELL,7,6,26071.12,24.6691,0.22212,82,82,41,41,3.2816,58429948.63,2
SHELL,7,7,23234.46,33.5952,0.062422,79,82,40,41,3.3503,58527582.51,2
SHELL,7,8,26268.3699,27.2471,0.0014532,84,79,43,40,3.4036,68292043.94,2
SHELL,7,9,28152.2099,29.4893,0.0014614,83,84,42,43,3.4321,67214297.82,3
SHELL,7,10,28849.37,40.9869,0.028103,84,83,43,42,3.4652,55112365.96,3
SHELL,7,11,28814.52,39.234,0.10567,82,84,41,43,3.4883,55204513.98,3
SHELL,7,12,25520.45,35.8924,0.22862,85,82,43,41,3.4991,56587827.29,3
SHELL,7,13,29895.23,46.931,0.11448,95,85,48,43,3.5253,66181801.73,4
SHELL,7,14,26580.24,52.8711,0.075164,94,95,47,48,3.5501,53044599.44,4
SHELL,7,15,28351.49,51.5796,0.090911,85,94,43,47,3.5921,55548326.56,4
SHELL,7,16,32547.28,52.9852,0.08335,85,85,43,43,3.6202,52812187.85,4
SHELL,7,17,27791.9,55.1954,0.51703,85,85,43,43,3.6246,68064917.82,4
SHELL,7,18,28192.1701,60.3079,0.077783,85,85,43,43,3.6028,58490928.6,5
SHELL,7,19,32264.01,64.8892,0.1394,88,85,44,43,3.5956,54014649.01,5
SHELL,7,20,28623.79,62.6913,0.15017,87,88,44,44,3.598,53551134.32,5
SHELL,7,21,28174.47,66.8924,0.0012972,86,87,44,44,3.6131,61517631.73,5
SHELL,7,22,31208.93,69.9097,0.13971,89,86,45,44,3.619,63331249.72,6
SHELL,7,23,27771.98,69.4253,0.28609,87,89,44,45,3.6139,57372480.77,6
SHELL,7,24,31527.4399,73.6708,0.0095156,86,87,43,44,3.6274,56249930.11,6
SHELL,7,25,29217.94,74.6346,0.051724,92,86,46,43,3.6376,58537999.83,6
SHELL,7,26,29430.9,76.4918,0.28612,91,92,46,46,3.6243,60978421.45,7
SHELL,7,27,32255.38,78.0714,0.027488,94,91,47,46,3.5889,55234038.75,7
SHELL,7,28,30862.3099,75.4573,0.28871,93,94,47,47,3.5468,49419270.48,7
SHELL,7,29,28427.82,75.3695,0.016486,92,93,46,47,3.5034,47079927.57,7
SHELL,7,30,27009.26,73.3555,0.097332,92,92,46,46,3.4612,58994478.82,7
